year,gender,type,source,count
2009,Women,Type O,Incheon,41
2009,Women,Type O,Ulsan,22
2009,Women,Type O,Gyeonggi,36
2009,Women,Type O,Gangwon,18
2009,Women,Type O,Chungbook,36
2009,Women,Type O,Daejeon/Sejong/Chungnaam,53
2009,Women,Type O,Jeonbook,48
2009,Women,Type O,Gwangju/Jeonnaam,80
2009,Women,Type O,Gyeongnaam,23
2009,Women,Type O,Jeju,13
2009,Women,Type O,Korean Red Cross ¿Ü,34
2009,Women,Type A,Korean Red Cross,865
2009,Women,Type A,Central Seoul,78
2009,Women,Type A,Western Seoul,65
2009,Women,Type A,Southern Seoul,63
2009,Women,Type A,Eastern Seoul,109
2009,Women,Type A,Busan,106
2009,Women,Type A,Daegu/Gyeongbook,92
2009,Women,Type A,Incheon,54
2009,Women,Type A,Ulsan,22
2009,Women,Type A,Gyeonggi,50
2009,Women,Type A,Gangwon,18
2009,Women,Type A,Chungbook,21
2009,Women,Type A,Daejeon/Sejong/Chungnaam,38
2009,Women,Type A,Jeonbook,29
2009,Women,Type A,Gwangju/Jeonnaam,80
2009,Women,Type A,Gyeongnaam,24
2009,Women,Type A,Jeju,16
2009,Women,Type A,Korean Red Cross ¿Ü,33
2009,Women,Type B,Korean Red Cross,724
2009,Women,Type B,Central Seoul,77
2009,Women,Type B,Western Seoul,54
2009,Women,Type B,Southern Seoul,77
2009,Women,Type B,Eastern Seoul,54
2009,Women,Type B,Busan,69
2009,Women,Type B,Daegu/Gyeongbook,58
2009,Women,Type B,Incheon,63
2009,Women,Type B,Ulsan,20
2009,Women,Type B,Gyeonggi,58
2009,Women,Type B,Gangwon,15
2009,Women,Type B,Chungbook,32
2009,Women,Type B,Daejeon/Sejong/Chungnaam,40
2009,Women,Type B,Jeonbook,38
2009,Women,Type B,Gwangju/Jeonnaam,46
2009,Women,Type B,Gyeongnaam,16
2009,Women,Type B,Jeju,7
2009,Women,Type B,Korean Red Cross ¿Ü,23
2009,Women,Type AB,Korean Red Cross,300
2009,Women,Type AB,Central Seoul,43
2009,Women,Type AB,Western Seoul,27
2009,Women,Type AB,Southern Seoul,13
2009,Women,Type AB,Eastern Seoul,29
2009,Women,Type AB,Busan,22
2009,Women,Type AB,Daegu/Gyeongbook,27
2009,Women,Type AB,Incheon,34
2009,Women,Type AB,Ulsan,8
2009,Women,Type AB,Gyeonggi,19
2009,Women,Type AB,Gangwon,2
2009,Women,Type AB,Chungbook,6
2009,Women,Type AB,Daejeon/Sejong/Chungnaam,10
2009,Women,Type AB,Jeonbook,15
2009,Women,Type AB,Gwangju/Jeonnaam,24
2009,Women,Type AB,Gyeongnaam,14
2009,Women,Type AB,Jeju,7
2009,Women,Type AB,Korean Red Cross ¿Ü,18
2010,Men,RH(+),Korean Red Cross,1790654
2010,Men,RH(+),Central Seoul,171759
2010,Men,RH(+),Western Seoul,64996
2010,Men,RH(+),Southern Seoul,161248
2010,Men,RH(+),Eastern Seoul,161444
2010,Men,RH(+),Busan,166765
2010,Men,RH(+),Daegu/Gyeongbook,145958
2010,Men,RH(+),Incheon,102425
2010,Men,RH(+),Ulsan,54780
2010,Men,RH(+),Gyeonggi,123096
2010,Men,RH(+),Gangwon,66167
2010,Men,RH(+),Chungbook,79730
2010,Men,RH(+),Daejeon/Sejong/Chungnaam,148498
2010,Men,RH(+),Jeonbook,94110
2010,Men,RH(+),Gwangju/Jeonnaam,129872
2010,Men,RH(+),Gyeongnaam,95189
2010,Men,RH(+),Jeju,24617
2010,Men,RH(+),Korean Red Cross ¿Ü,100135
2010,Men,Type O,Korean Red Cross,487214
2010,Men,Type O,Central Seoul,46782
2010,Men,Type O,Western Seoul,17518
2010,Men,Type O,Southern Seoul,44876
2010,Men,Type O,Eastern Seoul,43953
2010,Men,Type O,Busan,45757
2010,Men,Type O,Daegu/Gyeongbook,40549
2010,Men,Type O,Incheon,28020
2010,Men,Type O,Ulsan,15425
2010,Men,Type O,Gyeonggi,33869
2010,Men,Type O,Gangwon,17961
2010,Men,Type O,Chungbook,21124
2010,Men,Type O,Daejeon/Sejong/Chungnaam,39980
2010,Men,Type O,Jeonbook,24320
2010,Men,Type O,Gwangju/Jeonnaam,34235
2010,Men,Type O,Gyeongnaam,26144
2010,Men,Type O,Jeju,6701
2010,Men,Type O,Korean Red Cross ¿Ü,27428
2010,Men,Type A,Korean Red Cross,617080
2010,Men,Type A,Central Seoul,58924
2010,Men,Type A,Western Seoul,22848
2010,Men,Type A,Southern Seoul,54559
2010,Men,Type A,Eastern Seoul,55280
2010,Men,Type A,Busan,57961
2010,Men,Type A,Daegu/Gyeongbook,48940
2010,Men,Type A,Incheon,34884
2010,Men,Type A,Ulsan,18770
2010,Men,Type A,Gyeonggi,41809
2010,Men,Type A,Gangwon,22141
2010,Men,Type A,Chungbook,26528
2010,Men,Type A,Daejeon/Sejong/Chungnaam,51430
2010,Men,Type A,Jeonbook,34470
2010,Men,Type A,Gwangju/Jeonnaam,47781
2010,Men,Type A,Gyeongnaam,33096
2010,Men,Type A,Jeju,7659
2010,Men,Type A,Korean Red Cross ¿Ü,34284
2010,Men,Type B,Korean Red Cross,480697
2010,Men,Type B,Central Seoul,46413
2010,Men,Type B,Western Seoul,17353
2010,Men,Type B,Southern Seoul,43456
2010,Men,Type B,Eastern Seoul,43554
2010,Men,Type B,Busan,43886
2010,Men,Type B,Daegu/Gyeongbook,39866
2010,Men,Type B,Incheon,27704
2010,Men,Type B,Ulsan,14496
2010,Men,Type B,Gyeonggi,33127
2010,Men,Type B,Gangwon,18605
2010,Men,Type B,Chungbook,22759
2010,Men,Type B,Daejeon/Sejong/Chungnaam,40050
2010,Men,Type B,Jeonbook,24374
2010,Men,Type B,Gwangju/Jeonnaam,32611
2010,Men,Type B,Gyeongnaam,25015
2010,Men,Type B,Jeju,7428
2010,Men,Type B,Korean Red Cross ¿Ü,26868
2010,Men,Type AB,Korean Red Cross,205663
2010,Men,Type AB,Central Seoul,19640
2010,Men,Type AB,Western Seoul,7277
2010,Men,Type AB,Southern Seoul,18357
2010,Men,Type AB,Eastern Seoul,18657
2010,Men,Type AB,Busan,19161
2010,Men,Type AB,Daegu/Gyeongbook,16603
2010,Men,Type AB,Incheon,11817
2010,Men,Type AB,Ulsan,6089
2010,Men,Type AB,Gyeonggi,14291
2010,Men,Type AB,Gangwon,7460
2010,Men,Type AB,Chungbook,9319
2010,Men,Type AB,Daejeon/Sejong/Chungnaam,17038
2010,Men,Type AB,Jeonbook,10946
2010,Men,Type AB,Gwangju/Jeonnaam,15245
2010,Men,Type AB,Gyeongnaam,10934
2010,Men,Type AB,Jeju,2829
2010,Men,Type AB,Korean Red Cross ¿Ü,11555
2010,Men,RH(-),Korean Red Cross,7016
2010,Men,RH(-),Central Seoul,713
2010,Men,RH(-),Western Seoul,263
2010,Men,RH(-),Southern Seoul,672
2010,Men,RH(-),Eastern Seoul,637
2010,Men,RH(-),Busan,654
2010,Men,RH(-),Daegu/Gyeongbook,609
2010,Men,RH(-),Incheon,406
2010,Men,RH(-),Ulsan,261
2010,Men,RH(-),Gyeonggi,519
2010,Men,RH(-),Gangwon,227
2010,Men,RH(-),Chungbook,291
2010,Men,RH(-),Daejeon/Sejong/Chungnaam,593
2010,Men,RH(-),Jeonbook,306
2010,Men,RH(-),Gwangju/Jeonnaam,422
2010,Men,RH(-),Gyeongnaam,357
2010,Men,RH(-),Jeju,86
2010,Men,RH(-),Korean Red Cross ¿Ü,408
2010,Men,Type O,Korean Red Cross,1943
2010,Men,Type O,Central Seoul,177
2010,Men,Type O,Western Seoul,86
2010,Men,Type O,Southern Seoul,170
2010,Men,Type O,Eastern Seoul,179
2010,Men,Type O,Busan,186
2010,Men,Type O,Daegu/Gyeongbook,179
2010,Men,Type O,Incheon,125
2010,Men,Type O,Ulsan,80
2010,Men,Type O,Gyeonggi,154
2010,Men,Type O,Gangwon,43
2010,Men,Type O,Chungbook,86
2010,Men,Type O,Daejeon/Sejong/Chungnaam,176
2010,Men,Type O,Jeonbook,94
2010,Men,Type O,Gwangju/Jeonnaam,100
2010,Men,Type O,Gyeongnaam,88
2010,Men,Type O,Jeju,20
2010,Men,Type O,Korean Red Cross ¿Ü,141
2010,Men,Type A,Korean Red Cross,2269
2010,Men,Type A,Central Seoul,231
2010,Men,Type A,Western Seoul,70
2010,Men,Type A,Southern Seoul,258
2010,Men,Type A,Eastern Seoul,187
2010,Men,Type A,Busan,194
2010,Men,Type A,Daegu/Gyeongbook,192
2010,Men,Type A,Incheon,136
2010,Men,Type A,Ulsan,58
2010,Men,Type A,Gyeonggi,178
2010,Men,Type A,Gangwon,80
2010,Men,Type A,Chungbook,92
2010,Men,Type A,Daejeon/Sejong/Chungnaam,200
2010,Men,Type A,Jeonbook,82
2010,Men,Type A,Gwangju/Jeonnaam,156
2010,Men,Type A,Gyeongnaam,117
2010,Men,Type A,Jeju,38
2010,Men,Type A,Korean Red Cross ¿Ü,135
2010,Men,Type B,Korean Red Cross,1949
2010,Men,Type B,Central Seoul,216
2010,Men,Type B,Western Seoul,68
2010,Men,Type B,Southern Seoul,177
2010,Men,Type B,Eastern Seoul,211
2010,Men,Type B,Busan,181
2010,Men,Type B,Daegu/Gyeongbook,155
2010,Men,Type B,Incheon,90
2010,Men,Type B,Ulsan,93
2010,Men,Type B,Gyeonggi,123
2010,Men,Type B,Gangwon,68
2010,Men,Type B,Chungbook,95
2010,Men,Type B,Daejeon/Sejong/Chungnaam,145
2010,Men,Type B,Jeonbook,94
2010,Men,Type B,Gwangju/Jeonnaam,107
2010,Men,Type B,Gyeongnaam,102
2010,Men,Type B,Jeju,24
2010,Men,Type B,Korean Red Cross ¿Ü,96
2010,Men,Type AB,Korean Red Cross,855
2010,Men,Type AB,Central Seoul,89
2010,Men,Type AB,Western Seoul,39
2010,Men,Type AB,Southern Seoul,67
2010,Men,Type AB,Eastern Seoul,60
2010,Men,Type AB,Busan,93
2010,Men,Type AB,Daegu/Gyeongbook,83
2010,Men,Type AB,Incheon,55
2010,Men,Type AB,Ulsan,30
2010,Men,Type AB,Gyeonggi,64
2010,Men,Type AB,Gangwon,36
2010,Men,Type AB,Chungbook,18
2010,Men,Type AB,Daejeon/Sejong/Chungnaam,72
2010,Men,Type AB,Jeonbook,36
2010,Men,Type AB,Gwangju/Jeonnaam,59
2010,Men,Type AB,Gyeongnaam,50
2010,Men,Type AB,Jeju,4
2010,Men,Type AB,Korean Red Cross ¿Ü,36
2010,Women,RH(+),Korean Red Cross,713986
2010,Women,RH(+),Central Seoul,78471
2010,Women,RH(+),Western Seoul,24374
2010,Women,RH(+),Southern Seoul,58023
2010,Women,RH(+),Eastern Seoul,86545
2010,Women,RH(+),Busan,65639
2010,Women,RH(+),Daegu/Gyeongbook,66448
2010,Women,RH(+),Incheon,51204
2010,Women,RH(+),Ulsan,19138
2010,Women,RH(+),Gyeonggi,47470
2010,Women,RH(+),Gangwon,17164
2010,Women,RH(+),Chungbook,21082
2010,Women,RH(+),Daejeon/Sejong/Chungnaam,42704
2010,Women,RH(+),Jeonbook,30264
2010,Women,RH(+),Gwangju/Jeonnaam,67875
2010,Women,RH(+),Gyeongnaam,23886
2010,Women,RH(+),Jeju,13699
2010,Women,RH(+),Korean Red Cross ¿Ü,49043
2010,Women,Type O,Korean Red Cross,194825
2010,Women,Type O,Central Seoul,21481
2010,Women,Type O,Western Seoul,6625
2010,Women,Type O,Southern Seoul,16137
2010,Women,Type O,Eastern Seoul,23605
2010,Women,Type O,Busan,17993
2010,Women,Type O,Daegu/Gyeongbook,18731
2010,Women,Type O,Incheon,13908
2010,Women,Type O,Ulsan,5115
2010,Women,Type O,Gyeonggi,12839
2010,Women,Type O,Gangwon,5044
2010,Women,Type O,Chungbook,5889
2010,Women,Type O,Daejeon/Sejong/Chungnaam,11505
2010,Women,Type O,Jeonbook,7943
2010,Women,Type O,Gwangju/Jeonnaam,17726
2010,Women,Type O,Gyeongnaam,6562
2010,Women,Type O,Jeju,3722
2010,Women,Type O,Korean Red Cross ¿Ü,13812
2010,Women,Type A,Korean Red Cross,240123
2010,Women,Type A,Central Seoul,25946
2010,Women,Type A,Western Seoul,8220
2010,Women,Type A,Southern Seoul,19067
2010,Women,Type A,Eastern Seoul,29045
2010,Women,Type A,Busan,22235
2010,Women,Type A,Daegu/Gyeongbook,21974
2010,Women,Type A,Incheon,17020
2010,Women,Type A,Ulsan,6300
2010,Women,Type A,Gyeonggi,15777
2010,Women,Type A,Gangwon,5392
2010,Women,Type A,Chungbook,6764
2010,Women,Type A,Daejeon/Sejong/Chungnaam,14794
2010,Women,Type A,Jeonbook,10767
2010,Women,Type A,Gwangju/Jeonnaam,24840
2010,Women,Type A,Gyeongnaam,7964
2010,Women,Type A,Jeju,4018
2010,Women,Type A,Korean Red Cross ¿Ü,15740
2010,Women,Type B,Korean Red Cross,196173
2010,Women,Type B,Central Seoul,22027
2010,Women,Type B,Western Seoul,6742
2010,Women,Type B,Southern Seoul,16278
2010,Women,Type B,Eastern Seoul,23776
2010,Women,Type B,Busan,17548
2010,Women,Type B,Daegu/Gyeongbook,18145
2010,Women,Type B,Incheon,14379
2010,Women,Type B,Ulsan,5531
2010,Women,Type B,Gyeonggi,13270
2010,Women,Type B,Gangwon,4853
2010,Women,Type B,Chungbook,5954
2010,Women,Type B,Daejeon/Sejong/Chungnaam,11492
2010,Women,Type B,Jeonbook,7935
2010,Women,Type B,Gwangju/Jeonnaam,17323
2010,Women,Type B,Gyeongnaam,6573
2010,Women,Type B,Jeju,4347
2010,Women,Type B,Korean Red Cross ¿Ü,13792
2010,Women,Type AB,Korean Red Cross,82865
2010,Women,Type AB,Central Seoul,9017
2010,Women,Type AB,Western Seoul,2787
2010,Women,Type AB,Southern Seoul,6541
2010,Women,Type AB,Eastern Seoul,10119
2010,Women,Type AB,Busan,7863
2010,Women,Type AB,Daegu/Gyeongbook,7598
2010,Women,Type AB,Incheon,5897
2010,Women,Type AB,Ulsan,2192
2010,Women,Type AB,Gyeonggi,5584
2010,Women,Type AB,Gangwon,1875
2010,Women,Type AB,Chungbook,2475
2010,Women,Type AB,Daejeon/Sejong/Chungnaam,4913
2010,Women,Type AB,Jeonbook,3619
2010,Women,Type AB,Gwangju/Jeonnaam,7986
2010,Women,Type AB,Gyeongnaam,2787
2010,Women,Type AB,Jeju,1612
2010,Women,Type AB,Korean Red Cross ¿Ü,5699
2010,Women,RH(-),Korean Red Cross,3043
2010,Women,RH(-),Central Seoul,388
2010,Women,RH(-),Western Seoul,101
2010,Women,RH(-),Southern Seoul,269
2010,Women,RH(-),Eastern Seoul,321
2010,Women,RH(-),Busan,336
2010,Women,RH(-),Daegu/Gyeongbook,254
2010,Women,RH(-),Incheon,213
2010,Women,RH(-),Ulsan,99
2010,Women,RH(-),Gyeonggi,194
2010,Women,RH(-),Gangwon,74
2010,Women,RH(-),Chungbook,106
2010,Women,RH(-),Daejeon/Sejong/Chungnaam,190
2010,Women,RH(-),Jeonbook,104
2010,Women,RH(-),Gwangju/Jeonnaam,240
2010,Women,RH(-),Gyeongnaam,102
2010,Women,RH(-),Jeju,52
2010,Women,RH(-),Korean Red Cross ¿Ü,207
2010,Women,Type O,Korean Red Cross,885
2010,Women,Type O,Central Seoul,106
2010,Women,Type O,Western Seoul,21
2010,Women,Type O,Southern Seoul,81
2010,Women,Type O,Eastern Seoul,106
2010,Women,Type O,Busan,90
2010,Women,Type O,Daegu/Gyeongbook,61
2010,Women,Type O,Incheon,66
2010,Women,Type O,Ulsan,31
2010,Women,Type O,Gyeonggi,50
2010,Women,Type O,Gangwon,29
2010,Women,Type O,Chungbook,30
2010,Women,Type O,Daejeon/Sejong/Chungnaam,68
2010,Women,Type O,Jeonbook,26
2010,Women,Type O,Gwangju/Jeonnaam,71
2010,Women,Type O,Gyeongnaam,34
2010,Women,Type O,Jeju,15
2010,Women,Type O,Korean Red Cross ¿Ü,53
2010,Women,Type A,Korean Red Cross,986
2010,Women,Type A,Central Seoul,114
2010,Women,Type A,Western Seoul,50
2010,Women,Type A,Southern Seoul,67
2010,Women,Type A,Eastern Seoul,115
2010,Women,Type A,Busan,128
2010,Women,Type A,Daegu/Gyeongbook,88
2010,Women,Type A,Incheon,73
2010,Women,Type A,Ulsan,25
2010,Women,Type A,Gyeonggi,69
2010,Women,Type A,Gangwon,20
2010,Women,Type A,Chungbook,22
2010,Women,Type A,Daejeon/Sejong/Chungnaam,43
2010,Women,Type A,Jeonbook,32
2010,Women,Type A,Gwangju/Jeonnaam,90
2010,Women,Type A,Gyeongnaam,34
2010,Women,Type A,Jeju,16
2010,Women,Type A,Korean Red Cross ¿Ü,65
2010,Women,Type B,Korean Red Cross,811
2010,Women,Type B,Central Seoul,104
2010,Women,Type B,Western Seoul,20
2010,Women,Type B,Southern Seoul,77
2010,Women,Type B,Eastern Seoul,69
2010,Women,Type B,Busan,95
2010,Women,Type B,Daegu/Gyeongbook,78
2010,Women,Type B,Incheon,45
2010,Women,Type B,Ulsan,32
2010,Women,Type B,Gyeonggi,58
2010,Women,Type B,Gangwon,18
2010,Women,Type B,Chungbook,45
2010,Women,Type B,Daejeon/Sejong/Chungnaam,50
2010,Women,Type B,Jeonbook,33
2010,Women,Type B,Gwangju/Jeonnaam,57
2010,Women,Type B,Gyeongnaam,21
2010,Women,Type B,Jeju,9
2010,Women,Type B,Korean Red Cross ¿Ü,64
2010,Women,Type AB,Korean Red Cross,361
2010,Women,Type AB,Central Seoul,64
2010,Women,Type AB,Western Seoul,10
2010,Women,Type AB,Southern Seoul,44
2010,Women,Type AB,Eastern Seoul,31
2010,Women,Type AB,Busan,23
2010,Women,Type AB,Daegu/Gyeongbook,27
2010,Women,Type AB,Incheon,29
2010,Women,Type AB,Ulsan,11
2010,Women,Type AB,Gyeonggi,17
2010,Women,Type AB,Gangwon,7
2010,Women,Type AB,Chungbook,9
2010,Women,Type AB,Daejeon/Sejong/Chungnaam,29
2010,Women,Type AB,Jeonbook,13
2010,Women,Type AB,Gwangju/Jeonnaam,22
2010,Women,Type AB,Gyeongnaam,13
2010,Women,Type AB,Jeju,12
2010,Women,Type AB,Korean Red Cross ¿Ü,25
2011,Men,RH(+),Korean Red Cross,1710282
2011,Men,RH(+),Central Seoul,
2011,Men,RH(+),Western Seoul,178286
2011,Men,RH(+),Southern Seoul,159729
2011,Men,RH(+),Eastern Seoul,170492
2011,Men,RH(+),Busan,150228
2011,Men,RH(+),Daegu/Gyeongbook,141816
2011,Men,RH(+),Incheon,114772
2011,Men,RH(+),Ulsan,54097
2011,Men,RH(+),Gyeonggi,125944
2011,Men,RH(+),Gangwon,72150
2011,Men,RH(+),Chungbook,71556
2011,Men,RH(+),Daejeon/Sejong/Chungnaam,144502
2011,Men,RH(+),Jeonbook,90579
2011,Men,RH(+),Gwangju/Jeonnaam,122877
2011,Men,RH(+),Gyeongnaam,91613
2011,Men,RH(+),Jeju,21641
2011,Men,RH(+),Korean Red Cross ¿Ü,106874
2011,Men,Type O,Korean Red Cross,468047
2011,Men,Type O,Central Seoul,
2011,Men,Type O,Western Seoul,49093
2011,Men,Type O,Southern Seoul,44621
2011,Men,Type O,Eastern Seoul,46757
2011,Men,Type O,Busan,41729
2011,Men,Type O,Daegu/Gyeongbook,39295
2011,Men,Type O,Incheon,31821
2011,Men,Type O,Ulsan,15096
2011,Men,Type O,Gyeonggi,34922
2011,Men,Type O,Gangwon,19606
2011,Men,Type O,Chungbook,18987
2011,Men,Type O,Daejeon/Sejong/Chungnaam,39486
2011,Men,Type O,Jeonbook,23705
2011,Men,Type O,Gwangju/Jeonnaam,31975
2011,Men,Type O,Gyeongnaam,25027
2011,Men,Type O,Jeju,5927
2011,Men,Type O,Korean Red Cross ¿Ü,29195
2011,Men,Type A,Korean Red Cross,591169
2011,Men,Type A,Central Seoul,
2011,Men,Type A,Western Seoul,61908
2011,Men,Type A,Southern Seoul,54711
2011,Men,Type A,Eastern Seoul,58343
2011,Men,Type A,Busan,52060
2011,Men,Type A,Daegu/Gyeongbook,47749
2011,Men,Type A,Incheon,39136
2011,Men,Type A,Ulsan,18995
2011,Men,Type A,Gyeonggi,42988
2011,Men,Type A,Gangwon,24244
2011,Men,Type A,Chungbook,23682
2011,Men,Type A,Daejeon/Sejong/Chungnaam,49769
2011,Men,Type A,Jeonbook,33114
2011,Men,Type A,Gwangju/Jeonnaam,45399
2011,Men,Type A,Gyeongnaam,32374
2011,Men,Type A,Jeju,6697
2011,Men,Type A,Korean Red Cross ¿Ü,36663
2011,Men,Type B,Korean Red Cross,455244
2011,Men,Type B,Central Seoul,
2011,Men,Type B,Western Seoul,47493
2011,Men,Type B,Southern Seoul,42413
2011,Men,Type B,Eastern Seoul,45655
2011,Men,Type B,Busan,39367
2011,Men,Type B,Daegu/Gyeongbook,38617
2011,Men,Type B,Incheon,30589
2011,Men,Type B,Ulsan,14131
2011,Men,Type B,Gyeonggi,33459
2011,Men,Type B,Gangwon,20030
2011,Men,Type B,Chungbook,20393
2011,Men,Type B,Daejeon/Sejong/Chungnaam,38464
2011,Men,Type B,Jeonbook,23270
2011,Men,Type B,Gwangju/Jeonnaam,30936
2011,Men,Type B,Gyeongnaam,23859
2011,Men,Type B,Jeju,6568
2011,Men,Type B,Korean Red Cross ¿Ü,28586
2011,Men,Type AB,Korean Red Cross,195822
2011,Men,Type AB,Central Seoul,
2011,Men,Type AB,Western Seoul,19792
2011,Men,Type AB,Southern Seoul,17984
2011,Men,Type AB,Eastern Seoul,19737
2011,Men,Type AB,Busan,17072
2011,Men,Type AB,Daegu/Gyeongbook,16155
2011,Men,Type AB,Incheon,13226
2011,Men,Type AB,Ulsan,5875
2011,Men,Type AB,Gyeonggi,14575
2011,Men,Type AB,Gangwon,8270
2011,Men,Type AB,Chungbook,8494
2011,Men,Type AB,Daejeon/Sejong/Chungnaam,16783
2011,Men,Type AB,Jeonbook,10490
2011,Men,Type AB,Gwangju/Jeonnaam,14567
2011,Men,Type AB,Gyeongnaam,10353
2011,Men,Type AB,Jeju,2449
2011,Men,Type AB,Korean Red Cross ¿Ü,12430
2011,Men,RH(-),Korean Red Cross,6975
2011,Men,RH(-),Central Seoul,
2011,Men,RH(-),Western Seoul,791
2011,Men,RH(-),Southern Seoul,636
2011,Men,RH(-),Eastern Seoul,721
2011,Men,RH(-),Busan,632
2011,Men,RH(-),Daegu/Gyeongbook,575
2011,Men,RH(-),Incheon,516
2011,Men,RH(-),Ulsan,234
2011,Men,RH(-),Gyeonggi,522
2011,Men,RH(-),Gangwon,255
2011,Men,RH(-),Chungbook,262
2011,Men,RH(-),Daejeon/Sejong/Chungnaam,622
2011,Men,RH(-),Jeonbook,346
2011,Men,RH(-),Gwangju/Jeonnaam,441
2011,Men,RH(-),Gyeongnaam,353
2011,Men,RH(-),Jeju,69
2011,Men,RH(-),Korean Red Cross ¿Ü,400
2011,Men,Type O,Korean Red Cross,1925
2011,Men,Type O,Central Seoul,
2011,Men,Type O,Western Seoul,239
2011,Men,Type O,Southern Seoul,136
2011,Men,Type O,Eastern Seoul,211
2011,Men,Type O,Busan,177
2011,Men,Type O,Daegu/Gyeongbook,153
2011,Men,Type O,Incheon,143
2011,Men,Type O,Ulsan,80
2011,Men,Type O,Gyeonggi,124
2011,Men,Type O,Gangwon,55
2011,Men,Type O,Chungbook,67
2011,Men,Type O,Daejeon/Sejong/Chungnaam,188
2011,Men,Type O,Jeonbook,124
2011,Men,Type O,Gwangju/Jeonnaam,109
2011,Men,Type O,Gyeongnaam,100
2011,Men,Type O,Jeju,19
2011,Men,Type O,Korean Red Cross ¿Ü,124
2011,Men,Type A,Korean Red Cross,2318
2011,Men,Type A,Central Seoul,
2011,Men,Type A,Western Seoul,250
2011,Men,Type A,Southern Seoul,246
2011,Men,Type A,Eastern Seoul,221
2011,Men,Type A,Busan,201
2011,Men,Type A,Daegu/Gyeongbook,193
2011,Men,Type A,Incheon,173
2011,Men,Type A,Ulsan,56
2011,Men,Type A,Gyeonggi,182
2011,Men,Type A,Gangwon,83
2011,Men,Type A,Chungbook,109
2011,Men,Type A,Daejeon/Sejong/Chungnaam,220
2011,Men,Type A,Jeonbook,105
2011,Men,Type A,Gwangju/Jeonnaam,139
2011,Men,Type A,Gyeongnaam,115
2011,Men,Type A,Jeju,25
2011,Men,Type A,Korean Red Cross ¿Ü,150
2011,Men,Type B,Korean Red Cross,1900
2011,Men,Type B,Central Seoul,
2011,Men,Type B,Western Seoul,200
2011,Men,Type B,Southern Seoul,172
2011,Men,Type B,Eastern Seoul,220
2011,Men,Type B,Busan,182
2011,Men,Type B,Daegu/Gyeongbook,167
2011,Men,Type B,Incheon,136
2011,Men,Type B,Ulsan,66
2011,Men,Type B,Gyeonggi,153
2011,Men,Type B,Gangwon,84
2011,Men,Type B,Chungbook,66
2011,Men,Type B,Daejeon/Sejong/Chungnaam,142
2011,Men,Type B,Jeonbook,77
2011,Men,Type B,Gwangju/Jeonnaam,136
2011,Men,Type B,Gyeongnaam,80
2011,Men,Type B,Jeju,19
2011,Men,Type B,Korean Red Cross ¿Ü,92
2011,Men,Type AB,Korean Red Cross,832
2011,Men,Type AB,Central Seoul,
2011,Men,Type AB,Western Seoul,102
2011,Men,Type AB,Southern Seoul,82
2011,Men,Type AB,Eastern Seoul,69
2011,Men,Type AB,Busan,72
2011,Men,Type AB,Daegu/Gyeongbook,62
2011,Men,Type AB,Incheon,64
2011,Men,Type AB,Ulsan,32
2011,Men,Type AB,Gyeonggi,63
2011,Men,Type AB,Gangwon,33
2011,Men,Type AB,Chungbook,20
2011,Men,Type AB,Daejeon/Sejong/Chungnaam,72
2011,Men,Type AB,Jeonbook,40
2011,Men,Type AB,Gwangju/Jeonnaam,57
2011,Men,Type AB,Gyeongnaam,58
2011,Men,Type AB,Jeju,6
2011,Men,Type AB,Korean Red Cross ¿Ü,34
2011,Women,RH(+),Korean Red Cross,728146
2011,Women,RH(+),Central Seoul,
2011,Women,RH(+),Western Seoul,92076
2011,Women,RH(+),Southern Seoul,57348
2011,Women,RH(+),Eastern Seoul,93438
2011,Women,RH(+),Busan,65835
2011,Women,RH(+),Daegu/Gyeongbook,69025
2011,Women,RH(+),Incheon,59375
2011,Women,RH(+),Ulsan,19084
2011,Women,RH(+),Gyeonggi,49897
2011,Women,RH(+),Gangwon,19811
2011,Women,RH(+),Chungbook,19458
2011,Women,RH(+),Daejeon/Sejong/Chungnaam,44419
2011,Women,RH(+),Jeonbook,34451
2011,Women,RH(+),Gwangju/Jeonnaam,69194
2011,Women,RH(+),Gyeongnaam,22278
2011,Women,RH(+),Jeju,12457
2011,Women,RH(+),Korean Red Cross ¿Ü,60546
2011,Women,Type O,Korean Red Cross,200300
2011,Women,Type O,Central Seoul,
2011,Women,Type O,Western Seoul,25273
2011,Women,Type O,Southern Seoul,15992
2011,Women,Type O,Eastern Seoul,25980
2011,Women,Type O,Busan,18235
2011,Women,Type O,Daegu/Gyeongbook,19500
2011,Women,Type O,Incheon,16147
2011,Women,Type O,Ulsan,5215
2011,Women,Type O,Gyeonggi,13906
2011,Women,Type O,Gangwon,5787
2011,Women,Type O,Chungbook,5410
2011,Women,Type O,Daejeon/Sejong/Chungnaam,12005
2011,Women,Type O,Jeonbook,9172
2011,Women,Type O,Gwangju/Jeonnaam,18038
2011,Women,Type O,Gyeongnaam,6243
2011,Women,Type O,Jeju,3397
2011,Women,Type O,Korean Red Cross ¿Ü,16956
2011,Women,Type A,Korean Red Cross,245347
2011,Women,Type A,Central Seoul,
2011,Women,Type A,Western Seoul,31074
2011,Women,Type A,Southern Seoul,19209
2011,Women,Type A,Eastern Seoul,31300
2011,Women,Type A,Busan,22424
2011,Women,Type A,Daegu/Gyeongbook,22786
2011,Women,Type A,Incheon,19822
2011,Women,Type A,Ulsan,6336
