city,year,month,month_name,unit,patients,bilateral thyroidectomy patients,bilateral thyroidectomy unit,aortic valve replacement patients,aortic valve replacement unit,graft replacement of aorta patients,graft replacement of aorta unit,pda ligation patients,pda ligation unit,exploratory laparotomy patients,exploratory laparotomy unit,laparoscopic cholecystectomy patients,laparoscopic cholecystectomy unit,pylorus preserving pancreaticoduodenectomy patients,pylorus preserving pancreaticoduodenectomy unit,transurethral resection of prostate patients,transurethral resection of prostate unit,prostatectomy patients,prostatectomy unit,total abdominal hysterectomy patients,total abdominal hysterectomy unit,low cervical cesarean section patients,low cervical cesarean section unit,total hip replacement patients,total hip replacement unit,total knee replacement patients,total knee replacement unit,mastectomy patients,mastectomy unit,craniotomy and removal of brain tumor patients,craniotomy and removal of brain tumor unit,total gastrectomy patients,total gastrectomy unit,wedge resection of liver patients,wedge resection of liver unit,lobectomy of liver patients,lobectomy of liver unit,laminectomy patients,laminectomy unit,liver transplantation patients,liver transplantation unit
Busan,2006,11,November,13054.406799631583,5104,537.7573151322233,896.2621918870389,380.4938124915931,1096.184555035304,13.181253879577902,92.26877715704532,140.81886032957357,745.818408412186,191.76311563950605,415.4867505522631,242.34305721283675,380.8248041916006,93.32967607105539,154.19685611739587,24.44921037239228,48.89842074478456,22.819808027923212,48.272670828299105,657.1022192333558,1869.3425202328224,791.0662970778641,3417.406403376373,58.43669212690952,86.71251089799478,216.75351745700888,372.98895881490984,237.48483158599151,237.48483158599151,30.770824699544136,71.32519366253308,144.7058823529412,211.49321266968326,14.674364896073902,28.07269806205442,131.93814330630482,350.5784950710385,590.16446667546,1264.6381428759855,0.0,0.0
Busan,2006,12,December,13137.054373472016,5186,602.5328109696376,1004.2213516160626,384.40815136977085,1107.4615789462446,12.288330229671011,86.01831160769709,147.46194809006667,781.0021695140568,203.43356786266895,440.772730369116,230.61533630597248,362.3955284808139,94.29112968768142,155.7853447013867,23.752193410021444,47.50438682004289,24.593368237347292,52.02443280977312,673.3843981170141,1915.662511884609,748.9673879609428,3235.5391159912733,57.76938895417156,85.72231909328683,274.07992443981243,471.6361092924408,221.1504572830694,221.1504572830694,31.919602154993783,73.98800089260098,139.23052464228934,203.4907667848844,12.59584295612009,24.096395220403654,117.91692867780903,313.32212477246395,612.5871287831901,1312.6867045354074,0.0,0.0
Busan,2007,1,January,17905.781661685425,7260,1204.7317763075046,2007.886293845841,490.5751691433477,1413.3237015796446,12.048883524441763,84.34218467109234,205.23103096291254,1086.9643491739444,334.36786487910547,724.4637072380618,314.89633966057596,494.8371051809051,132.37465854171043,218.70595759065202,34.13015933960453,68.26031867920906,39.83308494783905,84.26229508196722,1010.2289129267991,2873.927079877963,911.8052800503461,3938.9988098174954,72.517498643516,107.60661089037859,368.7195028224631,634.4916800705632,322.9028749028749,322.9028749028749,38.8421052631579,90.03400809716601,169.50206114737205,247.73378167692837,17.939764705882354,34.319549872122764,142.45581570996978,378.5254531722054,808.5332633917551,1732.571278696618,0.0,0.0
Busan,2007,2,February,14367.513388347976,5662,846.6101946120837,1411.0169910201396,409.15640905095756,1178.7601308372825,8.762824381412191,61.33977066988534,160.7107859816264,851.1719405693547,248.17340905099235,537.7090529438167,235.42339305777304,369.95104623364335,115.78656230300483,191.29953771800797,22.53311576118257,45.06623152236514,26.968703427719824,57.04918032786886,736.2542318649106,2094.516349270866,863.0227816236626,3728.2584166142224,49.069858925664676,72.8133390509863,205.4065406938224,353.46310706287386,253.55011655011654,253.55011655011654,30.710526315789473,71.18542510121458,122.53778770182069,179.09368971804562,15.633882352941177,29.908296675191817,112.1753524672709,298.06593655589126,613.4848802764749,1314.6104577353033,0.0,0.0
Busan,2007,3,March,15779.438080803002,6187,698.8554503976519,1164.7590839960865,488.83823559471,1408.3196787371407,11.902836451418226,83.31985515992758,165.89265056141542,878.6166307512003,238.9293659621802,517.6802929180571,264.90982200934303,416.286863157539,132.29213069972684,218.56960724302695,28.06124016125936,56.12248032251872,36.57824143070045,77.37704918032787,752.6570950827794,2141.179667045838,963.9123159219635,4164.101204782883,70.24837221920781,104.23952006721159,311.77929133649593,536.5090939237707,261.68958818958816,261.68958818958816,36.63157894736842,84.91012145748988,159.35039505324633,232.8967312316677,18.17035294117647,34.76067519181586,134.34497734138972,356.9737969356927,724.7719698839793,1553.082792608527,0.0,0.0
Busan,2007,4,April,14677.418068218063,5784,609.5495442260561,1015.915907043427,440.52977127322526,1269.1452934300062,10.588412794206397,74.11888955944478,152.3176250425315,806.7192733734075,215.19466073414907,466.25509825732297,255.8298740464786,402.01837350160923,131.87949148980877,217.88785550490144,30.044154348243424,60.08830869648685,39.36810730253353,83.27868852459017,710.7594958919946,2021.9882210720534,866.8222529893014,3744.6721329137827,60.88822571893652,90.35027042164774,271.8789653618848,467.84870392757387,252.21212121212122,252.21212121212122,31.97368421052632,74.11336032388665,154.8385434558571,226.3024865893296,16.095058823529413,30.79054731457801,138.32666163141994,367.5537009063444,713.8948407800543,1529.774658814402,0.0,0.0
Busan,2007,5,May,15234.333052795882,5989,634.7739729344867,1057.9566215574778,470.05764160006544,1354.2136817525695,10.734459867229933,75.14121907060954,170.5636270840422,903.3555064080754,227.18693284936478,492.23835450695697,267.06279936136247,419.670113282141,129.5687119142677,214.07004577139884,26.018237665578805,52.03647533115761,37.663189269746645,79.67213114754098,741.7843400355065,2110.2485535492856,878.4920578980491,3795.0856901195725,58.713646228974504,87.12347504944604,261.1657700156362,449.4134617932885,258.12160062160063,258.12160062160063,36.86842105263158,85.4591093117409,141.09790450017175,206.22001426948177,16.832941176470587,32.20214833759591,134.49244712990938,357.36564523090203,762.8049247099482,1634.5819815213174,0.0,0.0
Busan,2007,6,June,14499.269451841197,5671,551.3456035493215,918.9093392488692,423.4861108272183,1220.0433192879384,9.602595051297525,67.21816535908268,197.34875808097993,1045.2174965029678,223.85574615069373,485.0207833265031,250.4942345219088,393.6337971058567,131.2192687539399,216.79705272390072,24.816471491649068,49.632942983298136,30.06855439642325,63.60655737704918,689.6701003261633,1961.992526789947,819.7359471365639,3541.2592916299564,55.6881443298969,82.63402061855669,248.76545729202556,428.0750319213203,235.04118104118103,235.04118104118103,34.6578947368421,80.33522267206477,160.78598419787016,234.99489998150253,16.095058823529413,30.79054731457801,126.62739174219537,336.46706948640485,698.4300789928412,1496.6358835560884,0.0,0.0
Busan,2007,7,July,15924.307300395296,6287,769.385891834817,1282.309819724695,447.2603887741962,1288.535881944708,9.931200965600484,69.51840675920339,209.2451514120449,1108.224320441571,254.00298577366664,550.339802509611,286.81402637336646,450.70775572957587,142.6906387896617,235.7497510437889,24.636206565559608,49.272413131119215,38.12816691505216,80.65573770491804,847.4187791585814,2410.760320020102,871.1645059786028,3763.4306658275646,58.713646228974504,87.12347504944604,244.3789521108844,420.5267438033452,279.52952602952604,279.52952602952604,34.5,79.96923076923078,161.4012366884232,235.89411516000314,17.801411764705882,34.05487468030691,142.16087613293053,377.74175658178683,701.1678597877067,1502.5025566879428,0.0,0.0
Busan,2007,8,August,16438.70858551682,6419,834.2836938516531,1390.4728230860885,440.2040962328557,1268.2070391470368,11.13608931804466,77.95262522631262,231.14035386185776,1224.1878000831728,280.9023183654353,608.6216897917765,291.2135887883626,457.62135381028406,140.13227568816978,231.52289026741096,23.975235169898255,47.95047033979651,32.85842026825633,69.50819672131148,851.5429276247884,2422.4928113463807,959.9093014474512,4146.808182252989,52.28445469343462,77.5833843838062,216.79458299101583,373.05962429223234,293.020979020979,293.020979020979,35.92105263157895,83.26315789473686,160.78598419787016,234.99489998150253,16.648470588235295,31.849248081841434,132.87027945619334,353.05531398359943,707.0873858306591,1515.1872553514122,0.0,0.0
Busan,2007,9,September,13653.23079504063,5167,488.4886129166626,814.1476881944377,366.49297876254525,1055.848819768285,7.667471333735667,53.67229933614966,158.302313712147,838.4159578087786,195.45737954452315,423.49098901313346,231.11743835373423,363.1845459844395,129.40365623030047,213.79734507614862,21.57170282203878,43.14340564407756,26.193740685543965,55.40983606557377,656.3019900086701,1867.0660060591476,970.4935431088735,4192.532106230334,43.775230602278896,64.95679379692997,149.2255320276681,256.7869553980385,235.5986790986791,235.5986790986791,27.55263157894737,63.86558704453442,127.35726554448644,186.13754194963403,15.772235294117646,30.17297186700767,114.68233887210474,304.72735757444974,561.2450629474205,1202.6679920301867,0.0,0.0
Busan,2007,10,October,15402.640128205836,5970,583.1822611424863,971.9704352374771,465.8238660752611,1342.0163760739665,9.529571514785756,66.70700060350029,186.54712487240556,988.0088465464444,235.68145893097594,510.6431610171145,278.48294009816095,437.6160487256815,140.87502626602227,232.7500433960368,27.220003839508543,54.440007679017086,37.663189269746645,79.67213114754098,715.2585669460385,2034.7873025189026,975.5821208307111,4214.514761988672,61.36096039066739,91.05174767647419,283.4357193968144,487.7355399307006,275.06954156954157,275.06954156954157,37.89473684210527,87.83805668016196,153.91566472002748,224.9536638215786,16.141176470588235,30.878772378516626,141.86593655589124,376.95805999136815,734.2432115527031,1573.378310470078,0.0,0.0
Busan,2007,11,November,14223.870145396688,5543,568.0802568995748,946.800428165958,442.918054902602,1276.0258248384487,11.099577549788775,77.69704284852142,154.28819326301462,817.1559865411516,195.70721854692346,424.03230685166744,249.1837265685057,391.57442746479467,124.86462492120192,206.2980759567684,25.17700134382799,50.35400268765598,35.338301043219076,74.75409836065573,663.7067111184509,1888.1311609404206,896.8109376966646,3874.2232508495913,55.02631578947368,81.65195246179965,280.1458405109586,482.0743238422193,253.32711732711732,253.32711732711732,34.421052631578945,79.78623481781376,149.81398144967366,218.95889596490764,16.04894117647059,30.702322250639387,126.3816087613293,335.81398899438926,684.6671809429771,1467.1439591635224,0.0,0.0
Busan,2007,12,December,13947.933046709168,5522,637.7127413277019,1062.8545688795032,425.6572777630154,1226.298347841068,7.996077248038623,55.97254073627036,153.4123851650221,812.5174473554875,195.54065921198992,423.6714282926448,240.5718171604281,378.041426966387,119.91295440218533,198.11705509926273,24.816471491649068,49.632942983298136,35.338301043219076,74.75409836065573,705.4168490153173,2006.7893118539198,803.2489553178099,3470.035486972939,58.713646228974504,87.12347504944604,341.30384544033075,587.3148793332188,236.93667443667442,236.93667443667442,28.026315789473685,64.96356275303644,129.61319134318103,189.43466427080304,12.820705882352941,24.526567774936062,115.61631419939576,307.2090634441087,682.6693409034806,1462.8628733646012,0.0,0.0
Busan,2008,1,January,18225.508596357624,7378,1156.9308341037301,1928.2180568395504,478.0704036502632,1377.2980676590917,13.90757855822551,97.35304990757857,91.41458287231688,484.1587166941228,305.78476535798137,662.5336582756263,315.3521206622817,495.55333246929985,131.1806908347983,216.73331529227545,40.870571729217815,81.74114345843563,38.15973500184027,80.72251635004672,1015.4115353141449,2888.6707470143774,1118.9620642300085,4833.916117473637,79.7756600128783,118.37678582556136,411.21141551401416,707.6116665825201,352.34758976797906,352.34758976797906,39.1389802631579,90.72214912280702,163.53388398723484,239.01106121211245,23.647007805724197,45.237754063124555,149.50012817226352,397.2431977148716,840.200836124571,1800.4303631240805,0.0,0.0
Busan,2008,2,February,14274.042317541072,5623,756.9655491198612,1261.6092485331021,384.75454781964817,1108.459530623272,10.695009242144177,74.86506469500924,63.800619606107546,337.9069853212363,242.25675394537404,524.8896335483104,226.0818779768655,355.2715225350744,107.33586734451465,177.33751996050248,28.481234654507187,56.962469309014374,24.446080235553918,51.712862036748675,724.0895911419132,2059.910043765787,993.8620906880348,4293.4842317723105,55.392401802962006,82.19517686891136,279.0363176702239,480.1650594667101,255.40717464415533,255.40717464415533,29.335526315789473,67.99824561403508,100.06138539515675,146.24356326984446,13.245880312228968,25.339944945133677,108.90149961548322,289.36684183542684,651.4605916038464,1395.9869820082422,0.0,0.0
Busan,2008,3,March,15478.26936256901,6127,666.2702960209799,1110.4504933683,448.5501010626588,1292.251481632898,13.012939001848428,91.090573012939,70.39499889356053,372.8327719177465,228.60272832644813,495.3059113739709,259.8293263778635,408.303227165214,118.33591485722431,195.51151150324017,36.4559803577692,72.9119607155384,35.1785057048215,74.41606976019932,757.6244001495206,2155.3107935288085,1034.0121706920663,4466.932577389727,60.869800386349006,90.32292960555014,341.3879232807448,587.4595602893728,285.4418928559296,285.4418928559296,35.24753289473684,81.70197368421053,149.46123521681997,218.44334377842918,22.402428447528187,42.85681963874958,134.64355293514484,357.7671549419563,783.0374427553879,1677.9373773329742,0.0,0.0
Busan,2008,4,April,14462.220930521866,5723,587.1365394411637,978.5608990686062,426.85565050331206,1229.7508026404942,12.077634011090574,84.54343807763402,58.11296747067936,307.78349438174627,207.83552768448894,450.3103099830593,239.44205035155363,376.26607912387,123.11854421057633,203.41324695660438,37.452823570676955,74.90564714135391,38.01067353698933,80.40719402055436,694.4890334703939,1975.7015607347412,972.5323606858927,4201.339798163057,60.60476497102382,89.92965124732567,290.11532197291973,499.2297848194972,271.54523219078027,271.54523219078027,32.92763157894737,76.32456140350878,134.70921719541957,196.88270205484397,16.22398091934085,31.0371808891738,121.65572930017944,323.2566521404768,745.4337458547005,1597.358026831501,0.0,0.0
Busan,2008,5,May,14457.429689315652,5716,612.4468426315492,1020.7447377192487,419.0297984750545,1207.2048956067047,11.386321626617375,79.70425138632163,55.31035627351184,292.9400350782294,221.16251077362023,479.18544000951044,229.89907008391924,361.2699672747302,110.34209150947879,182.30432510261713,34.6759031918625,69.351806383725,27.72543246227457,58.64995328558082,706.5728054312357,2010.0778085543773,972.679971274143,4201.9774759042975,54.42060528010303,80.75315622208838,264.436079441865,455.0410028002463,271.65730203485407,271.65730203485407,29.70970394736842,68.8655701754386,128.30373568612728,187.52084446433986,16.846270598438853,32.22764810136128,117.21744424506538,311.46349470831655,732.2255375383362,1569.0547232964348,0.0,0.0
Busan,2008,6,June,14934.303368220093,5965,599.713572816633,999.522621361055,449.7388380796093,1295.6761763722077,12.8909426987061,90.2365988909427,64.13033857048019,339.6532746510618,229.9926590780753,498.31742800249646,259.1352914493082,407.2126008489129,121.82040195752364,201.26849019069124,37.239214310768155,74.47842862153631,35.02944423997056,74.10074743070695,760.4345796752978,2163.305269765933,927.5111312696073,4006.848087084704,64.75698647778493,96.09101219284216,279.2939689330773,480.6084251725888,293.17471209702074,293.17471209702074,29.560032894736842,68.5186403508772,139.5618547024592,203.9750184112865,18.490893321769295,35.37388287642822,132.3076134324532,351.5602299776613,789.3167549057906,1691.3930462266942,0.0,0.0
Busan,2008,7,July,16182.259366884358,6520,825.7095824764635,1376.1826374607726,437.65334507394584,1260.8584465225583,9.597042513863217,67.17929759704252,67.01537950874088,354.93330628703507,272.34466668648025,590.0801111540405,284.9880925379905,447.8384311311279,128.58440632869292,212.44380176044916,35.03191862504384,70.06383725008769,35.47662863452337,75.04671441918406,896.2599234211935,2549.7049545602918,999.1022665709138,4316.121791586348,56.894269156471346,84.42375423218328,262.2889855847534,451.34628858458984,343.04579270985494,343.04579270985494,32.328947368421055,74.93684210526317,149.0730242162568,217.8759584699138,18.046400693842152,34.52354915343716,128.85042296846962,342.373981030505,813.4957154849272,1743.2051046105582,0.0,0.0
Busan,2008,8,August,15109.308074811757,6044,821.6474350508462,1369.4123917514103,387.52826752586606,1116.4504850149951,10.613678373382625,74.29574861367837,66.68566054436823,353.18701695720955,255.25669450471068,553.0561714268731,274.31730551145387,431.07005151799893,130.3608115170808,215.37873207169872,28.694843914415994,57.38968782883199,31.750092013249912,67.16365618187481,841.0867320651021,2392.746737771411,959.8378500963828,4146.499512416374,52.74204764971024,78.2623932866668,217.88708461968542,374.9395986048148,283.4246356626015,283.4246356626015,31.20641447368421,72.33486842105263,125.87741693260747,183.9746862861186,17.290763226366003,33.07798182435236,116.46994360420405,309.4772787197422,705.7369449038789,1512.2934533654548,0.0,0.0
Busan,2008,9,September,14286.408127078555,5575,560.0295171971397,933.3825286618996,395.84942664451955,1140.4233481901636,9.637707948243992,67.46395563770795,56.46437264881611,299.0520477326187,218.21912800546855,472.80811067851516,273.1894987525516,429.29778375400963,128.85769943459877,212.89532950064145,29.620484040687476,59.24096808137495,30.259477364740523,64.01043288695111,759.8725437701423,2161.7063745185083,1010.689697748548,4366.179494273728,44.79098518995493,66.46404253993312,223.38364489389113,384.3980669968953,267.73485749227166,267.73485749227166,25.74342105263158,59.67192982456141,109.3784494086728,159.86081067421406,14.357111882046835,27.465779252611338,120.95494744937196,321.39457465118835,639.3350233134137,1370.0036213858864,0.0,0.0
Busan,2008,10,October,12653.479527711104,4861,465.428353112088,775.7139218534801,327.7942324241029,944.3595743646774,8.905730129390017,62.34011090573012,49.292985173710996,261.07025480891383,176.1124022944096,381.57687163788745,195.97811295078247,307.9656060655153,100.57186297334538,166.16220839074452,31.044545773412835,62.08909154682567,31.899153478100846,67.47897851136717,668.1670185789479,1900.8199666470068,954.8928953900038,4125.137308084817,44.26091435930457,65.6774858234842,262.63252060189126,451.9374428590949,195.89808744097564,195.89808744097564,23.94736842105263,55.50877192982456,96.47043363994744,140.99524916607703,13.201431049436252,25.25491157283457,95.026018969495,252.49770754751526,617.610046793055,1323.450100270832,0.0,0.0
Busan,2008,11,November,13420.21319436651,5340,558.3890345829482,930.6483909715803,390.3019872320839,1124.4414394067178,10.207024029574862,71.44916820702403,51.02400973666741,270.2382737904978,188.45825779415696,408.3262252206734,250.02608301202088,392.89813044746137,119.97567349265928,198.2206779443936,30.617327253595228,61.234654507190456,35.77475156422525,75.67735907816879,670.6961801521473,1908.014995260419,897.3985712665834,3876.7618278716404,54.95067611075338,81.53971293853728,310.8991905097601,534.9946184270516,258.0968509019262,258.0968509019262,27.314967105263158,63.314692982456144,131.31237094049183,191.9180806053342,16.80182133564614,32.14261472906218,117.63791335554987,312.5807412018896,647.4909115087643,1387.4805246616377,0.0,0.0
Busan,2008,12,December,14055.788414437806,5642,670.3324434465974,1117.2207390776623,403.87340150893556,1163.5400376805048,9.068391866913124,63.47874306839187,51.353728701040055,271.9845631203233,204.97390554878592,444.1101286890361,251.76117033340893,395.624696238214,117.51603553950682,194.15692828266344,35.81515257804279,71.63030515608558,41.29002576370998,87.34428526938649,777.2956568299608,2211.272127188681,874.5189300878154,3777.921777979363,56.54088860270444,83.899383087884,390.42754697717385,671.8468329749658,221.22587220165096,221.22587220165096,27.539473684210527,63.83508771929825,123.25699267880609,180.14483545363964,14.446010407632263,27.635845997209547,114.83478595231992,305.13243124473576,718.6564492133282,1539.9781054571317,0.0,0.0
Busan,2009,1,January,17646.7880777884,7083,1334.190155518865,2223.6502591981084,417.50179514255547,1202.8027907678384,11.224325874928285,78.570281124498,138.40255591054313,733.0209442669507,259.04835013748857,561.2714252978918,333.08073666753944,523.4125861918477,126.68807194073605,209.31072755425956,41.10321797207043,82.20643594414086,26.009631351710393,55.02037401323352,902.9961307870592,2568.8683031011165,1114.3004408361667,4813.777904412241,54.115071159226375,80.29978301046495,333.6118723386315,574.0785495513773,262.92440119760477,262.92440119760477,38.21366230278617,88.57730954286846,147.7619715487878,215.95980457130526,20.198661500528356,38.64091765318468,118.08440221228524,313.7671258783579,819.4412448479944,1755.9455246742737,0.0,0.0
Busan,2009,2,February,16533.271460444394,6732,1159.0371529304887,1931.7285882174813,435.7872228088701,1255.4822371398402,12.185312679288584,85.29718875502009,124.62300319488817,660.0403502544078,251.9819832722273,545.9609637564924,320.59657851095403,503.7946233743563,125.11836944895614,206.71730604610147,40.48512446873103,80.97024893746206,31.280305546330123,66.1698771172368,865.8702951711456,2463.251701779983,935.4721213139761,4041.239564076377,56.295827758180266,83.53574441536426,390.0126480880307,671.1328759121667,261.5726047904192,261.5726047904192,34.83971131252098,80.75666417056146,134.85073131636946,197.08953038546304,20.739697076435366,39.6759422331807,123.457784184514,328.04496940456573,838.1284486719655,1795.9895328684975,0.0,0.0
